user,text
"m_alice_hale","@Rose_in_Forks aaaww..it would have given me an excuse to shop "
"Hilikus_LnF","Just watched Quantum of Solace, had some gd action scene's but overall I'm a little dissapointed...  not much of a story line.."
"mariakitano","@foralien what is your webpage about? i dont understand russian "
"BAMFx","It's such a beautiful day... wish I had a photography buddy with me right now "
"Blazinthugg","@kurruptt waaahhoooo too bad i dont have cable "
"Seargee","@pauloricleite i never got that page  haven't downloaded anything from it "
"deanobro","Gaids gaids gaids! I've forgotten my charger so no phone until I get home once my battery dies "
"g_fab","14 runs in one inning... what's wrong with wang this season?! "
"VizX","Kicking in for tonights bday plans in Ybor City Tampa,FL... Club Pirahna for about 5 hrs is planned.... Ugh..my tummy is wiggin out "
"queenbmakeup","@justlalayone man I wish I could! But imma be in &amp; out with fam today. Grandma's still not good so we gotta pick up soup &amp; essentials "
"secondwave","Bitter sweet milestone: My son's 9th birthday today!...And the first time I didn't get to invite my friends. "
"WerewolfSeth","@_EdwardCullen_ bye "
"AnnetteStatus","@nileylovestory hey whatd u video say? Im sick in bed &amp; cant watch it  explain?"
"aamirica","No commencement speech para mi... "
"CeeJay_Uk","Nothing happening D is MIA "
"BrianaRussell","is bored cleaned all day "
"sarx","@disagreer sorry bout the caps.  they can come back!"
"soycandlemama","has been cleaning the house off and on all day.  It is getting there.  LONG way to go.  "
"creaps","@Schofe I went 2 the NHM in December, took my boyf who'd never been! Didnt get 2 c the dinos tho. "
"LadyLTattoos","Everyone is enjoying the nice day outside  I hope my day gets better"
"britaniefaith","bought kim kardashian's workout dvds lol. exciiited to do them. movie marathon night tonight! its soo rainy outside "
"pagny20","Going out to dinner  IT&quot;S TOO EARLY!"
"cloverdash","@leannenufc Oh no  But it's still quite early, no? Mebbies things will flow better later on? LOL, I did worry for a moment! XD"
"christine_sc","should have been leaving New York City today if only i hadnt fucked things up  miss him"
"ishmarsha","@natasha_samba damn! ur having sooooooo much fun it seems.......hmph! my schedule....WORK  hopefully."
"JessWenrich","@WenrichCaps i miss you too   Maybe i can see you guys tonight, if it's not too late.."
"TiffanyLiang","I spent the whole morning practicing piano.  I now have to try and get through 40 terms for my history notes. -_-"
"Falken1","@Alexnessie Ahh shit dude, that sucks. "
"DarknessBound","Due to my watching YouTube videos wandering about the premises, I missed an opportunity to smoke a clove with my baby on my lunch break. "
"barefootgypsy","@shanakin I'd feel pretty lonely hitting Outback alone. "
"bearsbullssox","@tina1804 @cHello2k9 im so sorry, but im changing my profile pic back "
"picnerd","just watched an episode of The Office. That was 30 minutes I wasted and won't get back. "
"CeCe_23","@Tray115 whose evil plan? lol no the evil plan is having no date  ugh lame lol... i guess... idk my school is lame"
"jesssicababesss","do you think he entred m&amp;g , he aint beeenn on in ages "
"courtneyhaii","Mm. I really don't wanna go tonight. "
"shawnwmark","sick to my stomach with stress right now..     why can't life be more simple??"
"himayy","Wants to be at the culinary festival!! "
"pcdfreak","@NikiScherzinger I love the pcdroutines, I practiced for bottle pop two months before you came to Holland, too bad I wasn't picked "
"marilzzz","Doing freaking tally sheets for my survey project  I wish I would have finished this in school and didn't have to do a bs chart"
"x0xNicola","@SoftSurrender Nope i dont think so! Im gonna be off now anyway!  You'll have to twitter me or FB me about the thing!! LY loadsss xxxxxxxx"
"blue_cupcakes","Too early "
"littlestinker","Wow. Yankees #2 pitcher goes 11 innings. Now has a 34.5 era. "
"CarinaJosephine","Wales Has Not Got Talent Sadly "
"befjam","a teddy bear lost an eye "
"Roxie009","@iamjonathancook That wasnt very nice of them  they could have told you! it wouldnt have been to difficult or impolite  how are you?"
"jaceypants","@Gaelicwolf it is beautiful, but a bit out of my price range right now "
"imjustdave","No yeezy's for dave. "
"_Kimbuhlee_","Stop raining please I HAVE PLANSSSS "
"Meganopolis","@mnty Ack!  Are you/your people ok?"
"AltPet","I'm bummed. Getting our first foster and she turns out to be alpha, just like Heimdall.  Disaster!"
"JCookOnline","@iamjonathancook that wasn't nice "
"buriguri","what a day! Was rescuing a Sun Cluster  And time to give wife more attention..."
"Mattass88","I really hope I dont forget Im wearing contacts ... I dont wanna end up with swollen and sore eyes tomorrow "
"IcemanYVR","@gfdking can't find you on ustream iPhone app "
"emoloz","@moonunderwater CRAP! I MISSED THAT TO PACK. I better find it or rage that song makes my heart melt "
"dorianmuthig","I need to think about newer CPUs, CUDA and excessive clustering... I don't really have 72645 years to get my calculations done... "
"XFaintheartedX","@iamjonathancook  Oh. Well, why would they do such a thing?"
"DuckLux","I miss the nice weather already "
"dlrvanhalen1","my feet hurt!!!!!!  "
"jennidork","Feeling like a fat chick, barely fitting in her clothes. "
"alexbilbie","Until I broke my shift key I never realised how much I rely on it to type  #epicfail"
"Dylancatspeakin","There's a fox in the garden  Hide!!!"
"nrey22","SO I guess there's a war for the 1st non celeb to have a million followers.. LET'S DO IT!! HA HA... I NEED TO TRY TO GET 100 FIRST "
"heatherreette","@hollybebs not till later.. I gotta move all this shit into the apt today.. Awww maleia wanted to see blaiseyyyy "
"marieknock","i am getting jip for watching F1 highlights on the web..... "
"LisaNBC","Bored at work. "
"azkalirae","Its not funn to shop witout money!!! "
"josafiend","No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol"
"Uncommin","@socalvixen http://twitpic.com/3jodg - Ok why am I on the east coast missing all this skin "
"iamtherog","Sometimes my razor hates my skin "
"Alxhm","giving up on work for this evening. urrrghh.. only a month till exams "
"alipax","been to barnard castle and bowes museum. got a mountain of work to do "
"nessie111","@olafsearson i'm at a friends caravan now we're watching dark angel "
"gigiphotography","just got hit with something - sick as a dog with less than 48 hours before I  am supposed to fly with lucia to Texas.... "
"emperorman"," - Why must people be so picky. I mean 6 hours work and no dice!? what�s up with that! http://tumblr.com/xsg1m3ufn"
"shoparooni","No one has brought us a Mixtape yet. "
"fatalresuri","Ugh, I feel sick to my stomach "
"ky492","at my brothers grave.. "
"Jonzorz","@booshface LOL Cooper is cooped up ;] Hate those things.  Though I call them Jenny Long Legs.. xD No idea why."
"krystalnichole","@DeAndreWright girl me too  I will just have see yall Monday night cuz this rain has everywhere flooded"
"shelbygrapes","My stomach has hurt ALL day.   Really sucks. ?"
"DanielleHeffron","@petewentz - I am here. Came 9 hours. "
"OhMyBlogItsJoey","@omgitsevloves aww helen is dying. so sad to see her like that "
"JenniferBoydon","@lollipopdaisy I have  It's jed"
"tararific"," No show tonight. Anon Salon has been canceled. What shall I do instead?"
"SummerGirl1979","Wishing there was something to do, everyone is busy "
"cityauctor","Shopping with little miss big boobs instead of laying in the sun "
"a_r_j","she is sad "
"thezombie","Anyone going tonight i cant have people at my house after  sorry"
"Dogbook","Jack is glad that his leg is getting better but sad that Paul has gone back to Newcastle  http://apps.facebook.com/dogbook/profile/vie ..."
"velvetella","@fi69 What's wrong? "
"Kelsoats","I am in a chocolate store against my will  gross..."
"shplanda","I can't believe I still have 6 more hours of work left.   "
"Roxanieboss","I want my friends baaacck "
"robhampson","What a day! Recording from 10 till 5 and some design this evening! Back to the studio at 9 tomoro!! I need a lie in "
"sikkdays","There was a party I was supposed to go to this afternoon. I wish I wouldn't have ruined my day by not sleeping last night. "
"alexpm7","@QTI9422 yeaahh havn't you seen the promo on sony? "
"LivLeigh","@iamjonathancook  You're not a buckhead!"
"itsmejlee","&quot;the dating expert&quot; is following me on here ............................ "
"mel89","@AdrianaMarshall I missed u today! Now I'm sad b/c I didn't get to see my Adriana.  well just more reason to get 2gether sooner next time."
"HappyWalks","Finally a warm &amp; sunny day! Apartment hunting  Reading New Moon, No clue what to do for fun tonight as usual"
"purplepleather","@BeyonceBoi yeah they're gonna put a forever 21 in its place. I miss that store. so many memories. "
"FabDesigner","@JonathanRhys Stuck indoors with the flu and missing my sister's Parma party tonight. "
"Supatwitch","is in the airport in Philly annoyed...my flight is delayed "
"kissmegreeneyes","i thought i found another tweet from someone who also loved mongolian.. but it was my own "
"Emmadl82","@ClaudiaWinkle hi claudia!  i think ur fab on hells kitchen! marco scares the hell out of me !  haaha hope ur good! X"
"Geek2Nurse","@mtruland Must be heart-wrenching to watch.  Hope everything works out ok, hang in there."
"Midnightdream__","@ladyofbrileith Having trouble finding one. Sark never even got A HUG or anything sappy. He said Lauren loved him, but we never heard it "
"cytheria21","@acepero79 Yeah, it works well...I can't go today though because my face is really red still "
"aStoryofCorrie","@bdiflip Yep it does doesn't it... "
"TaylorVivant","People are annoying "
"grandema","Seems like something is always breaking around here.  Last week car problems...this week a broken plumbing pipe, so currently no water "
"supernova_star","@pinksugacupcake dang  well, I hope you are staying dry. be careful!"
"TeamMiner","Rain + Amusment Park =  #fb"
"carnilia","@biggorillavoice Only if you were standing around at the venue 6 hours before doors "
"stuartevan","&quot;@wondertwin -  Well if you get one before Saturday you should go. My roundtrip tickets were less than $100"
"TheDaintyGirl","@mrjaredjames I'm fine xD I'm running an online shop and its doing pretty good =D I miss graphic designing though "
"Roxy_Surfer","@ThisIsCiara Yea she did! :O ya im broke aswell  ugh back to reality on monday  let the boredom continue "
"faithchonko","@melizzamarie  call me next time...i just got your reply "
"saradanas","wellll, i was gonna go see fall out boy today, but its postponed because the rain  laaaameee"
"dumbblondewells","Sitting here, pissed off because im working 24 hours on a (pretty) saturday...... damnit "
"WorldlyNathalie","I think the tv world has gotten way too accustomed to widescreens, bc i can't read the letters of these gameshows on my tiny tv "
"MMcdonald81","God I am so hungry!!! I want real food !! "
"miss_ashley","im always hanging with the boys...and feeling left out "
"hiptohip","got panda instead of wendys. good call! now, off to the city. i always bring the bad weather with me "
"Oceano78","Omg why wats going on people    http://tinyurl.com/d5x6wl"
"pcdfreak"," Nicole replied to every single pcdfan in my followinglist, just not me. I'm really really sad right now :'("
"KatClif","@KChenoweth i want the cookies . . . "
"geekgrrl","@hypatiadotca Where are you? Cons almost over &amp; I still haven't seen you! "
"thisgoeshere","@thrillerx yes! tell us all about your concert coming up! mines not for 29 days. "
"esotericnitefal","Its beautiful out! These r the days when i hate being stuck inside with homework "
"TigerAngel68","@Schofe http://twitpic.com/3jqob - Now you are making me homesick...  Not that I ever lived there of course...  Just miss London...    ..."
"Yushimi","Yea!! Time to go to Holt Renfrew!!  shopping!! Need to haul so badly. Havnt shopped for 15 days!! "
"ilovemakonnen","@21stcenturyfox  idk then"
"katiejcannon","5am bedtime last night?! i am sleeeepy!  gloomy day in CO today. boyfriend left for nepal "
"girlsavage","I'm pretty sure it's official...I have a cold.  bleh"
"chloefletch23","is back in Hastings! Missin LDN already "
"ki2594","Just about to leave. Have a good Saturday night guys, i'll be studying all DAY tomorrow "
